,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,Class_x,Class_id_x,Prob_class_0_x,Prob_class_1_300k_full,Prob_class_2_x,Prob_class_3_x,Class_y,Class_id_y,Prob_class_0_y,Prob_class_1_3M_train,Prob_class_2_y,Prob_class_3_y,Class,Class_id,Prob_class_0,Prob_class_1_1M_combined,Prob_class_2,Prob_class_3,non_euk_label,micromonas_label,annotation_label,category
61414,NODE_3929_length_4185_cov_13.1542_g2867_i0,4185,0.999403574251,1.0,0.0,0.0,0.0,0.0,0.0170388734365,0.0,0.981615847366,1.0,0.013318659341,0.0,0.130494103367,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.000453185,0.99642,0.00210398,0.00102283,1.0,1.0,0.000200453,0.988651,0.0072024,0.00394594,1.0,1.0,0.000160152,0.997203,0.00122172,0.00141459,False,True,with annotation,nonvirus
61425,NODE_3941_length_4176_cov_106.855_g2386_i3,4176,0.999886412718,1.0,0.0,0.0,0.0,0.0,0.0108878725067,0.0,0.999525213476,1.0,0.304608562264,0.0,0.104339042467,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000427591,0.993875,0.00366543,0.00203207,1.0,1.0,0.00145272,0.897855,0.0300326,0.0706595,1.0,1.0,0.00129732,0.974397,0.0125268,0.0117792,False,True,with annotation,nonvirus
61441,NODE_3958_length_4168_cov_16.8274_g2890_i0,4168,0.788370255943,1.0,0.0,0.0,0.0,0.0,0.99862479402,1.0,0.358628407144,0.0,0.128523300047,0.0,0.887291431522,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000119429,0.997712,0.00169458,0.000473509,1.0,1.0,0.000934135,0.957812,0.0276066,0.0136474,1.0,1.0,0.00105297,0.981328,0.0101644,0.0074549,False,True,with annotation,nonvirus
61443,NODE_3960_length_4166_cov_25.8103_g622_i1,4166,0.99996316181,1.0,0.0,0.0,0.0,0.0,0.110087894759,0.0,0.985256972543,1.0,0.0255118606957,0.0,0.331788847492,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00123489,0.978413,0.00646394,0.013888,1.0,1.0,0.0102742,0.543533,0.0672503,0.378943,1.0,1.0,0.00255587,0.950339,0.0129771,0.0341285,False,True,with annotation,nonvirus
61452,NODE_3969_length_4164_cov_19.2008_g2899_i0,4164,0.574746029284,1.0,0.0,0.0,0.0,0.0,0.999228989835,1.0,0.0209664223146,0.0,0.00665803820058,0.0,0.757827747086,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00258871,0.967134,0.0121158,0.0181612,1.0,1.0,0.00568305,0.714861,0.106868,0.172588,1.0,1.0,0.00664017,0.874388,0.0416908,0.0772815,False,True,with annotation,nonvirus
61480,NODE_3997_length_4151_cov_16.8823_g2916_i0,4151,0.766197244929,1.0,0.0,0.0,0.0,0.0,0.993363723958,1.0,0.0765470751471,0.0,0.0197280410423,0.0,0.872417645689,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000358342,0.989968,0.00460957,0.00506399,1.0,1.0,0.00217758,0.846456,0.0459185,0.105447,1.0,1.0,0.00145626,0.973064,0.0124681,0.0130117,False,True,with annotation,nonvirus
61484,NODE_4001_length_4148_cov_32.2392_g2919_i0,4148,0.977885003873,1.0,0.0,0.0,0.0,0.0,0.552263332316,1.0,0.997636200092,1.0,0.255873689366,0.0,0.734880963735,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000224008,0.991851,0.00588278,0.00204216,1.0,1.0,0.00174429,0.895966,0.0591503,0.043139,1.0,1.0,0.00129858,0.972907,0.0132202,0.012574,False,True,with annotation,nonvirus
61486,NODE_4003_length_4147_cov_136.899_g2921_i0,4147,0.999175409122,1.0,0.0,0.0,0.0,0.0,0.0772527289542,0.0,0.999887251764,1.0,0.846690909051,1.0,0.277829132847,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00251443,0.956138,0.0237931,0.0175544,1.0,1.0,0.00174769,0.90591,0.0422423,0.0500995,1.0,1.0,0.0028105,0.928629,0.0211799,0.0473802,False,True,with annotation,nonvirus
61487,NODE_4004_length_4147_cov_43.0005_g2554_i1,4147,0.995857759019,1.0,0.0,0.0,0.0,0.0,0.539832997092,1.0,0.950341114472,1.0,0.00804365624794,0.0,0.733209982698,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00108185,0.976232,0.0160562,0.00663036,1.0,1.0,0.0108319,0.558889,0.0822358,0.348043,1.0,1.0,0.00300641,0.946365,0.0138547,0.0367741,False,True,with annotation,nonvirus
61490,NODE_4007_length_4145_cov_92.3093_g2923_i0,4145,0.257687172183,0.0,0.0,0.0,0.0,0.0,0.00181562466952,0.0,0.989056515968,1.0,0.002965238594,0.0,0.0216301453262,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0359474,0.496933,0.280534,0.186586,3.0,3.0,0.014396,0.297748,0.233068,0.454788,1.0,1.0,0.0240924,0.503666,0.327958,0.144284,False,True,with annotation,nonvirus
61520,NODE_4037_length_4133_cov_59.2401_g2939_i0,4133,0.971724585703,1.0,0.0,0.0,0.0,0.0,0.000843230247767,0.0,0.99962091639,1.0,0.171568310806,0.0,0.0286249465181,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000600265,0.990771,0.00603373,0.00259537,1.0,1.0,0.000608073,0.985896,0.00703613,0.0064598,1.0,1.0,0.00090464,0.985717,0.0085059,0.0048721,False,True,with annotation,nonvirus
61530,NODE_4047_length_4128_cov_72.7604_g2508_i1,4128,0.969147837754,1.0,1.0,0.0,0.0,1.0,0.0142598263615,0.0,0.995516380601,1.0,0.190870888181,0.0,0.117557985203,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00458493,0.881649,0.0784274,0.0353384,1.0,1.0,0.00409632,0.870897,0.0563642,0.0686428,1.0,1.0,0.0040931,0.936245,0.0400248,0.019637,False,True,with annotation,virus
61555,NODE_4072_length_4119_cov_165.619_g2963_i0,4119,0.99973882147,1.0,0.0,0.0,0.0,0.0,0.00225061297331,0.0,0.971050541365,1.0,0.000321488621738,0.0,0.0474344301275,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.000334635,0.99697,0.00134943,0.00134615,1.0,1.0,0.00499193,0.68955,0.0375493,0.267909,1.0,1.0,0.00153966,0.980176,0.00712689,0.0111575,False,True,with annotation,nonvirus
61558,NODE_4075_length_4118_cov_18.0893_g2965_i0,4118,0.997644395585,1.0,0.0,0.0,0.0,0.0,0.169785057022,0.0,0.775273606375,1.0,0.0030600703123,0.0,0.41156422414,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00282867,0.955306,0.0256403,0.0162251,3.0,3.0,0.0112789,0.30461,0.169422,0.514689,1.0,1.0,0.00582189,0.904285,0.0471618,0.0427316,False,True,with annotation,nonvirus
61567,NODE_4084_length_4114_cov_32.8763_g2973_i0,4114,0.560147427371,1.0,0.0,0.0,0.0,0.0,0.954646952204,1.0,0.246810883706,0.0,0.0243820503122,0.0,0.731261262699,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00232756,0.932884,0.0464147,0.0183738,1.0,1.0,0.00200046,0.876103,0.0430833,0.0788133,1.0,1.0,0.00681771,0.875986,0.0854708,0.0317255,False,True,with annotation,nonvirus
61571,NODE_4089_length_4112_cov_11.9527_g2978_i0,4112,0.593299107776,1.0,0.0,0.0,0.0,0.0,0.9263716662,1.0,0.22414794126,0.0,0.0382991970117,0.0,0.741360562092,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00288052,0.916933,0.0438972,0.0362897,1.0,1.0,0.00156686,0.895526,0.0156571,0.0872498,1.0,1.0,0.00370584,0.927369,0.0205735,0.0483517,False,True,with annotation,nonvirus
61576,NODE_4094_length_4109_cov_41.891_g2983_i0,4109,0.945797945311,1.0,0.0,0.0,0.0,0.0,0.209920174786,0.0,0.995162363015,1.0,0.110020800946,0.0,0.445580598761,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0116125,0.811985,0.0949143,0.0814887,1.0,1.0,0.00506597,0.833618,0.0553545,0.105962,1.0,1.0,0.00909677,0.84713,0.0733414,0.0704319,False,True,with annotation,nonvirus
61585,NODE_4103_length_4106_cov_17.7364_g2991_i0,4106,0.993305738933,1.0,0.0,0.0,0.0,0.0,0.137034454389,0.0,0.992745156012,1.0,0.0859469984539,0.0,0.36894052363,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000482521,0.987391,0.00920036,0.00292625,1.0,1.0,0.000259004,0.982049,0.0116047,0.00608702,1.0,1.0,0.00326605,0.961615,0.0195081,0.0156111,False,True,with annotation,nonvirus
61591,NODE_4109_length_4104_cov_32.0064_g2996_i0,4104,0.999867785243,1.0,0.0,0.0,0.0,0.0,0.839725238203,1.0,0.997802122348,1.0,0.285487516938,0.0,0.916304651377,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000161132,0.997959,0.00141345,0.000465828,1.0,1.0,0.000744829,0.967006,0.0136211,0.0186278,1.0,1.0,0.000516941,0.994345,0.00177758,0.00336086,False,True,with annotation,nonvirus
61603,NODE_4122_length_4101_cov_26.5717_g3004_i0,4101,0.42792358732,0.0,0.0,0.0,0.0,0.0,0.00569638835141,0.0,0.996979703636,1.0,0.00967410442298,0.0,0.0493722486636,False,296587,species,Micromonas commoda,Eukaryota,3.0,3.0,0.042096,0.352749,0.167834,0.437321,3.0,3.0,0.00749992,0.0817274,0.0434476,0.867325,3.0,3.0,0.0204038,0.305901,0.21365,0.460046,False,True,with annotation,nonvirus
61612,NODE_4131_length_4096_cov_56.2858_g3010_i0,4096,0.995446358884,1.0,0.0,0.0,0.0,0.0,0.00378560772269,0.0,0.998376105614,1.0,0.0694301402585,0.0,0.0613870460579,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00213785,0.960606,0.0261334,0.0111225,1.0,1.0,0.00322879,0.902241,0.0375376,0.0569924,1.0,1.0,0.00174457,0.976913,0.0113445,0.00999784,False,True,with annotation,nonvirus
61613,NODE_4132_length_4096_cov_44.3608_g3011_i0,4096,0.968914872593,1.0,0.0,0.0,0.0,0.0,0.188051468438,0.0,0.999570739135,1.0,0.272450954224,0.0,0.426855788976,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000824549,0.978627,0.0154514,0.00509696,1.0,1.0,0.00536574,0.781829,0.0522675,0.160537,1.0,1.0,0.00447368,0.918224,0.0436104,0.0336922,False,True,with annotation,nonvirus
61619,NODE_4139_length_4093_cov_41.1397_g2551_i1,4093,0.552446936296,1.0,0.0,0.0,0.0,0.0,0.886551036375,1.0,0.998842506301,1.0,0.6208749443,1.0,0.699837412486,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00116773,0.958869,0.031672,0.00829157,1.0,1.0,0.0102823,0.506366,0.177694,0.305658,1.0,1.0,0.00776584,0.860592,0.0931181,0.0385241,False,True,with annotation,nonvirus
61640,NODE_4162_length_4087_cov_26.0072_g3029_i0,4087,0.999858240834,1.0,0.0,0.0,0.0,0.0,0.0298298677833,0.0,0.995003309608,1.0,0.0655773763312,0.0,0.172701010785,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00160229,0.957594,0.0207657,0.0200382,1.0,1.0,0.00080922,0.963696,0.0161508,0.0193442,1.0,1.0,0.0014562,0.970076,0.0171756,0.0112927,False,True,with annotation,nonvirus
61659,NODE_4181_length_4079_cov_56.3549_g3046_i0,4079,0.986086385753,1.0,0.0,0.0,0.0,0.0,0.713627935196,1.0,0.980292070569,1.0,0.236066612166,0.0,0.838867564869,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00205653,0.938722,0.0408637,0.0183579,1.0,1.0,0.00892361,0.522429,0.112281,0.356366,1.0,1.0,0.0070966,0.859893,0.0782441,0.0547661,False,True,with annotation,nonvirus
61665,NODE_4188_length_4078_cov_16.6674_g3051_i0,4078,0.956293859982,1.0,0.0,0.0,0.0,0.0,0.387595317102,0.0,0.983378037809,1.0,0.0193468161991,0.0,0.60881443963,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00118554,0.97811,0.00934512,0.0113594,3.0,3.0,0.0120608,0.236177,0.166969,0.584792,1.0,1.0,0.00826452,0.833601,0.0826899,0.0754441,False,True,with annotation,nonvirus
61667,NODE_4190_length_4078_cov_14.7934_g3053_i0,4078,0.998440892757,1.0,0.0,0.0,0.0,0.0,0.00840917281389,0.0,0.41754839647,0.0,0.000148885661822,0.0,0.0916300278929,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00147121,0.957979,0.0264274,0.0141221,1.0,1.0,0.00446041,0.79369,0.0963082,0.105542,1.0,1.0,0.00740841,0.867197,0.0649287,0.0604655,False,True,with annotation,nonvirus
61673,NODE_4196_length_4073_cov_31.6165_g1435_i3,4073,0.999787152719,1.0,0.0,0.0,0.0,0.0,0.0351990599326,0.0,0.999419356565,1.0,0.51567719553,1.0,0.187594157447,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.0022512,0.961109,0.0243536,0.0122861,1.0,1.0,0.000932154,0.971469,0.0165246,0.011074,1.0,1.0,0.00106741,0.979902,0.00923124,0.00979965,False,True,with annotation,nonvirus
61674,NODE_4197_length_4073_cov_13.8146_g1618_i1,4073,0.999532702455,1.0,0.0,0.0,0.0,0.0,0.00125162084648,0.0,0.999792986286,1.0,0.236112131771,0.0,0.0353699868127,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,5.38071e-05,0.999075,0.000607802,0.000262984,1.0,1.0,1.53222e-05,0.999078,0.000585014,0.000321712,1.0,1.0,0.000503732,0.988214,0.00672332,0.00455842,False,True,with annotation,nonvirus
61679,NODE_4202_length_4071_cov_40.3875_g3061_i0,4071,0.995857281814,1.0,0.0,0.0,0.0,0.0,0.0335095135891,0.0,0.989235895153,1.0,0.00797377734619,0.0,0.182676471166,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00902833,0.893734,0.0668814,0.030356,1.0,1.0,0.010042,0.554631,0.106036,0.329291,1.0,1.0,0.00517527,0.931643,0.0377755,0.025406,False,True,with annotation,nonvirus
61685,NODE_4208_length_4069_cov_28.6335_g3067_i0,4069,0.977513459869,1.0,0.0,0.0,0.0,0.0,0.00139689401431,0.0,0.990099170304,1.0,0.00858777744173,0.0,0.0369524383634,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00264243,0.927468,0.0450793,0.0248107,1.0,1.0,0.00351702,0.791435,0.0875544,0.117493,1.0,1.0,0.00511639,0.921785,0.0364713,0.0366273,False,True,with annotation,nonvirus
61692,NODE_4215_length_4067_cov_16.9975_g3071_i0,4067,0.782619064145,1.0,0.0,0.0,0.0,0.0,0.0080770277301,0.0,0.991640476409,1.0,0.0249060502758,0.0,0.0795062002815,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00387571,0.918537,0.0579917,0.0195959,1.0,1.0,0.00121429,0.936771,0.032868,0.0291465,1.0,1.0,0.00646659,0.898937,0.0539836,0.040613,False,True,with annotation,nonvirus
61698,NODE_4219_length_4066_cov_118.518_g3074_i0,4066,0.985627105369,1.0,0.0,0.0,0.0,0.0,0.119528370143,0.0,0.993770080144,1.0,0.111306499074,0.0,0.343235198477,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00020079,0.990244,0.00820623,0.0013493,1.0,1.0,0.00113731,0.937088,0.037356,0.0244183,1.0,1.0,0.00106577,0.969705,0.0198721,0.00935679,False,True,with annotation,nonvirus
61700,NODE_4221_length_4066_cov_22.0249_g1175_i1,4066,0.990113967509,1.0,0.0,0.0,0.0,0.0,0.529434174139,1.0,0.997303861918,1.0,0.0145855104808,0.0,0.724016692274,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00113463,0.978156,0.0122448,0.00846492,3.0,3.0,0.0087574,0.424517,0.129712,0.437014,1.0,1.0,0.00522942,0.924209,0.0288766,0.041685,False,True,with annotation,nonvirus
61706,NODE_4227_length_4064_cov_15.3013_g3080_i0,4064,0.999952371221,1.0,0.0,0.0,0.0,0.0,0.0357209274442,0.0,0.992646190154,1.0,0.0402258469951,0.0,0.188995307085,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00122856,0.975215,0.013686,0.0098701,1.0,1.0,0.00353638,0.875338,0.0401552,0.0809704,1.0,1.0,0.00881115,0.867032,0.0549039,0.069253,False,True,with annotation,nonvirus
61707,NODE_4228_length_4063_cov_103.274_g2770_i1,4063,0.997428513181,1.0,0.0,0.0,0.0,0.0,0.00205564822022,0.0,0.999900655918,1.0,0.434534222367,0.0,0.0452809247688,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00244758,0.976725,0.00927558,0.0115516,1.0,1.0,0.00388365,0.813299,0.0637504,0.119067,1.0,1.0,0.0028923,0.951359,0.0269319,0.0188164,False,True,with annotation,nonvirus
61718,NODE_4239_length_4058_cov_39.0367_g3086_i0,4058,0.999891615855,1.0,0.0,0.0,0.0,0.0,0.00957823125876,0.0,0.999304731434,1.0,0.07522499378,0.0,0.0978631346849,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.0032032,0.95438,0.0214733,0.0209437,1.0,1.0,0.0134288,0.452685,0.0957764,0.43811,1.0,1.0,0.00361251,0.960072,0.0182086,0.0181074,False,True,with annotation,nonvirus
61720,NODE_4241_length_4057_cov_117.115_g3088_i0,4057,0.803172096736,1.0,0.0,0.0,0.0,0.0,0.997097356739,1.0,0.0839355944326,0.0,0.0186215362554,0.0,0.894897074899,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,2.0719e-05,0.999193,0.000627201,0.000158894,1.0,1.0,0.000191598,0.983666,0.00670184,0.0094404,1.0,1.0,0.000501468,0.984219,0.00944743,0.00583195,False,True,with annotation,nonvirus
61721,NODE_4242_length_4057_cov_90.3618_g3089_i0,4057,0.904371168222,1.0,0.0,0.0,0.0,0.0,0.000312329384034,0.0,0.970659819035,1.0,0.00108182597916,0.0,0.0168065966189,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00694899,0.790831,0.163196,0.0390236,1.0,1.0,0.0106555,0.521053,0.211393,0.256898,1.0,1.0,0.0134879,0.754834,0.136488,0.0951904,False,True,with annotation,nonvirus
61726,NODE_4247_length_4056_cov_51.6078_g3093_i0,4056,0.954295428432,1.0,0.0,0.0,0.0,0.0,0.00299857603124,0.0,0.992493897592,1.0,0.0215070812569,0.0,0.0534932462879,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00377556,0.91306,0.0501278,0.0330367,1.0,1.0,0.00540589,0.683007,0.0924513,0.219136,1.0,1.0,0.00998624,0.852077,0.0627702,0.0751664,False,True,with annotation,nonvirus
61727,NODE_4248_length_4056_cov_40.7933_g3094_i0,4056,0.999913692336,1.0,0.0,0.0,0.0,0.0,0.0088536933196,0.0,0.998719982205,1.0,0.19943271111,0.0,0.0940900057286,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000367976,0.990753,0.00561845,0.00326019,1.0,1.0,0.00383404,0.843508,0.0572798,0.0953786,1.0,1.0,0.00145315,0.968363,0.0244742,0.00570977,False,True,with annotation,nonvirus
61744,NODE_4265_length_4046_cov_28.0604_g3105_i0,4046,0.999979817849,1.0,0.0,0.0,0.0,0.0,0.0807437327831,0.0,0.999917997011,1.0,0.716606844277,1.0,0.284151549707,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.000444718,0.988736,0.00463713,0.0061819,1.0,1.0,0.00414335,0.834022,0.0522277,0.109607,1.0,1.0,0.000507707,0.991832,0.00314765,0.0045125,False,True,with annotation,nonvirus
61747,NODE_4268_length_4045_cov_25.682_g3108_i0,4045,0.600035689835,1.0,0.0,0.0,0.0,0.0,0.991963846854,1.0,0.395948115395,0.0,0.117490640565,0.0,0.771500946946,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00120904,0.976188,0.0184193,0.00418358,1.0,1.0,0.000788566,0.94237,0.0373578,0.0194838,1.0,1.0,0.00536646,0.921288,0.0468407,0.0265048,False,True,with annotation,nonvirus
61750,NODE_4271_length_4044_cov_21.0186_g3110_i0,4044,0.998888756729,1.0,0.0,0.0,0.0,0.0,0.436995277538,0.0,0.997486745945,1.0,0.473298392541,0.0,0.660688784131,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.000658793,0.988041,0.00628258,0.0050172,1.0,1.0,0.00346072,0.863875,0.0463151,0.0863487,1.0,1.0,0.00189321,0.976376,0.00931374,0.0124174,False,True,with annotation,nonvirus
61751,NODE_4272_length_4043_cov_10.6607_g3111_i0,4043,0.864712359552,1.0,0.0,0.0,0.0,0.0,0.979955501193,1.0,0.47398458199,0.0,0.0848736108399,0.0,0.92053225565,True,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00118301,0.98623,0.00616084,0.00642574,1.0,1.0,0.00800483,0.564034,0.0981772,0.329784,1.0,1.0,0.00366496,0.917361,0.0268173,0.0521568,False,True,with annotation,nonvirus
61763,NODE_4285_length_4036_cov_16.3559_g3123_i0,4036,0.788698122065,1.0,0.0,0.0,0.0,0.0,0.999259961979,1.0,0.191245624658,0.0,0.0371561063199,0.0,0.887758106394,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0001574,0.9948,0.00273495,0.00230778,1.0,1.0,0.00121402,0.95936,0.0214784,0.0179478,1.0,1.0,0.00361852,0.93937,0.0291825,0.0278288,False,True,with annotation,nonvirus
61764,NODE_4286_length_4035_cov_160.562_g2309_i1,4035,0.997390735769,1.0,0.0,0.0,0.0,0.0,0.0638248123702,0.0,0.99544092304,1.0,0.0816302534426,0.0,0.252305918619,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00628745,0.917393,0.0396304,0.036689,1.0,1.0,0.00904848,0.49723,0.0934907,0.400231,1.0,1.0,0.00557078,0.905591,0.0348623,0.0539758,False,True,with annotation,nonvirus
61765,NODE_4287_length_4035_cov_88.0337_g2809_i1,4035,0.988223235901,1.0,0.0,0.0,0.0,0.0,0.00295478191211,0.0,0.995442036142,1.0,0.0693911469387,0.0,0.0540368776167,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00263678,0.952779,0.0366278,0.00795625,1.0,1.0,0.0016442,0.919798,0.0425248,0.0360325,1.0,1.0,0.00361777,0.931412,0.0443104,0.0206599,False,True,with annotation,nonvirus
61768,NODE_4290_length_4033_cov_91.229_g2599_i1,4033,0.999179673225,1.0,0.0,0.0,0.0,0.0,0.000799679024614,0.0,0.999738171804,1.0,0.31303888687,0.0,0.0282669953568,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00131445,0.984149,0.010013,0.00452311,1.0,1.0,0.00236579,0.917691,0.0419228,0.0380204,1.0,1.0,0.000797013,0.984821,0.00876685,0.00561545,False,True,with annotation,nonvirus
61773,NODE_4295_length_4031_cov_61.1655_g3129_i0,4031,0.999386312722,1.0,0.0,0.0,0.0,0.0,0.255231766033,0.0,0.998774164276,1.0,0.377187297159,0.0,0.505049634734,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.0019651,0.972727,0.0153452,0.00996243,1.0,1.0,0.00713165,0.774419,0.0871056,0.131344,1.0,1.0,0.00506818,0.933301,0.0352817,0.0263493,False,True,with annotation,nonvirus
61777,NODE_4299_length_4030_cov_28.2511_g3132_i0,4030,0.999417910164,1.0,0.0,0.0,0.0,0.0,0.162745518708,0.0,0.997271922414,1.0,0.0441466175615,0.0,0.403299871306,False,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,5.86007e-05,0.99926,0.000347197,0.000334213,1.0,1.0,7.45968e-05,0.995772,0.00333657,0.000816464,1.0,1.0,0.000389255,0.993982,0.00254628,0.0030825,False,True,with annotation,nonvirus
61784,NODE_4306_length_4027_cov_46.3009_g3137_i0,4027,0.994231804426,1.0,0.0,0.0,0.0,0.0,0.35212913202,0.0,0.991711775499,1.0,0.0489912537937,0.0,0.591690782689,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.018828,0.872877,0.0308134,0.0774818,3.0,3.0,0.0120398,0.290448,0.0416448,0.655867,1.0,1.0,0.00701655,0.821131,0.0468767,0.124976,False,True,with annotation,nonvirus
61788,NODE_4310_length_4024_cov_33.8244_g3140_i0,4024,0.846137213956,1.0,0.0,0.0,0.0,0.0,0.999007388759,1.0,0.231198281064,0.0,0.0424651848682,0.0,0.919400526781,True,296587,species,Micromonas commoda,Eukaryota,1.0,1.0,0.00112699,0.983289,0.00923127,0.00635286,1.0,1.0,0.000407024,0.981122,0.00838155,0.0100893,1.0,1.0,0.00208863,0.959288,0.0238948,0.0147286,False,True,with annotation,nonvirus
61808,NODE_4330_length_4012_cov_44.0715_g3155_i0,4012,0.999609378814,1.0,0.0,0.0,0.0,0.0,0.00688542128618,0.0,0.99938499414,1.0,0.236342123068,0.0,0.0829622305314,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00405302,0.937204,0.0306937,0.0280488,1.0,1.0,0.009222,0.445206,0.102088,0.443483,1.0,1.0,0.00950224,0.826642,0.085256,0.0785997,False,True,with annotation,nonvirus
61812,NODE_4334_length_4011_cov_30.1562_g3159_i0,4011,0.999096692152,1.0,0.0,0.0,0.0,0.0,0.0778761522491,0.0,0.999881056374,1.0,0.898473400791,1.0,0.278936921381,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00316039,0.969637,0.0124663,0.0147364,1.0,1.0,0.0100499,0.541475,0.181439,0.267036,1.0,1.0,0.00875233,0.880351,0.0425622,0.0683343,False,True,with annotation,nonvirus
61814,NODE_4336_length_4010_cov_619.934_g3160_i0,4010,0.952934165464,1.0,0.0,0.0,0.0,0.0,0.00573104224056,0.0,0.999965536804,1.0,0.924535226454,1.0,0.0739006492174,False,38832,genus,Micromonas,Eukaryota,1.0,1.0,0.00686532,0.823729,0.102851,0.0665539,1.0,1.0,0.00441773,0.776635,0.0629498,0.155997,1.0,1.0,0.00369549,0.935903,0.0376059,0.0227959,False,True,with annotation,nonvirus
61821,NODE_4343_length_4005_cov_17.4916_g3165_i0,4005,0.99946518421,1.0,0.0,0.0,0.0,0.0,0.00203677129831,0.0,0.988246881243,1.0,0.00436093484706,0.0,0.0451185327871,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.000220572,0.997586,0.00157052,0.000623135,1.0,1.0,0.000620011,0.979528,0.0071998,0.0126519,1.0,1.0,0.000388443,0.995887,0.00151009,0.00221408,False,True,with annotation,nonvirus
61828,NODE_4351_length_4001_cov_39.6754_g3171_i0,4001,0.997172458322,1.0,0.0,0.0,0.0,0.0,0.0225153561501,0.0,0.999770335784,1.0,0.407326801476,0.0,0.149838890286,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.00646522,0.946035,0.0195918,0.0279075,1.0,1.0,0.0065568,0.604189,0.0624962,0.326758,1.0,1.0,0.00256018,0.951538,0.0279533,0.0179481,False,True,with annotation,nonvirus
61842,NODE_4366_length_3997_cov_38.9744_g3178_i0,3997,0.780883684879,1.0,0.0,0.0,0.0,0.0,0.998554279198,1.0,0.291366125121,0.0,0.255885899724,0.0,0.883037227467,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,1.0,1.0,0.0114342,0.79558,0.0932183,0.0997672,3.0,3.0,0.00787275,0.0268231,0.106643,0.858661,1.0,1.0,0.0160176,0.61915,0.26081,0.104023,False,True,with annotation,nonvirus
