,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,euk_label,micromonas_label,no_rank_label
207701,NODE_199_length_3198_cov_204.613_g147_i1,3198,0.249012716367,0.0,0.0,0.0,0.0,0.0,0.00297185780917,0.0,0.980094972254,1.0,0.0171025624856,0.0,0.0272034995123,False,131567,no rank,cellular organisms,N/A,True,False,no rank
157356,NODE_3723_length_2445_cov_8.15272_g2835_i0,2445,0.668987995468,1.0,0.0,0.0,0.0,0.0,0.999976609778,1.0,0.0837362936969,0.0,0.0417543280773,0.0,0.817907297736,True,33630,no rank,Alveolata,Eukaryota,False,False,no rank
106137,NODE_14005_length_2277_cov_5.72322_g10404_i0,2277,0.957159096483,1.0,0.0,0.0,0.0,0.0,0.995635649433,1.0,0.889421139552,1.0,0.252674722732,0.0,0.976207825536,True,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
100279,NODE_17800_length_2223_cov_42.953_g12383_i1,2223,0.950638183256,1.0,0.0,0.0,0.0,0.0,0.974575398998,1.0,0.811779113725,1.0,0.182760146073,0.0,0.962532382182,True,33213,no rank,Bilateria,Eukaryota,False,False,no rank
132179,NODE_3865_length_3301_cov_302.582_g2594_i0,3301,0.997564701124,1.0,0.0,0.0,0.0,0.0,0.704986450623,1.0,0.355150655955,0.0,0.00101665605891,0.0,0.838611708666,True,1,no rank,root,N/A,True,False,no rank
41757,NODE_783_length_2438_cov_231.929_g61_i4,2438,0.614009774673,1.0,0.0,0.0,0.0,0.0,0.687869992071,1.0,0.711863393521,1.0,0.142524740008,0.0,0.649891451579,True,1,no rank,root,N/A,True,False,no rank
183510,NODE_598_length_6038_cov_32.9301_g413_i0,6038,0.0245068117728,0.0,0.0,0.0,0.0,0.0,0.86636655099,1.0,0.00844412329251,0.0,0.000211419462751,0.0,0.145711639862,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
144570,NODE_3705_length_3684_cov_165.385_g2668_i1,3684,0.999131900593,1.0,0.0,0.0,0.0,0.0,0.797323259587,1.0,0.186520705255,0.0,0.000554060849187,0.0,0.892541933882,True,1,no rank,root,N/A,True,False,no rank
35283,NODE_6451_length_2230_cov_17.2041_g4959_i0,2230,0.398517152712,0.0,0.0,0.0,0.0,0.0,0.000108183127378,0.0,0.999331922424,1.0,0.187015343044,0.0,0.00656603623918,False,436017,no rank,Ostreococcus lucimarinus CCE9901,Eukaryota,False,False,no rank
85193,NODE_2392_length_5122_cov_19.9311_g934_i2,5122,0.856989683495,1.0,0.0,0.0,0.0,0.0,0.0516241306721,0.0,0.994805407786,1.0,0.0305807420433,0.0,0.210336272206,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
105919,NODE_13766_length_2294_cov_16.971_g10226_i0,2294,0.99900893598,1.0,0.0,0.0,0.0,0.0,4.99135920532e-10,0.0,0.98841406649,1.0,1.8738346313e-07,0.0,2.23302764175e-05,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
69817,NODE_12610_length_2085_cov_23.1414_g9938_i0,2085,0.960355198765,1.0,0.0,0.0,0.0,0.0,0.999835294113,1.0,0.356882490517,0.0,0.118684795325,0.0,0.979896434635,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
21171,NODE_4207_length_2140_cov_44.1875_g3174_i0,2140,0.903912026349,1.0,0.0,0.0,0.0,0.0,0.997117091236,1.0,0.423057238529,0.0,0.0945503454632,0.0,0.949371439662,True,1794811,no rank,Parcubacteria group,Bacteria,True,False,no rank
73501,NODE_2524_length_4015_cov_94.9753_g280_i1,4015,0.186818559755,0.0,0.0,0.0,0.0,0.0,0.869819842767,1.0,0.975869179449,1.0,0.150355557318,0.0,0.403111014824,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
148848,NODE_7983_length_2416_cov_21.2389_g5299_i1,2416,0.903585735234,1.0,0.0,0.0,0.0,0.0,0.988189989682,1.0,0.620382108134,1.0,0.235737976532,0.0,0.944941468228,True,1794811,no rank,Parcubacteria group,Bacteria,True,False,no rank
49455,NODE_10796_length_2662_cov_11.2286_g8038_i0,2662,0.722276668991,1.0,0.0,0.0,0.0,0.0,0.999999745169,1.0,0.21952011236,0.0,0.336318594697,0.0,0.849868510378,True,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
146824,NODE_5958_length_2866_cov_157.485_g4362_i2,2866,1.55215840391e-05,0.0,0.0,0.0,0.0,0.0,0.999771176222,1.0,0.815422602323,1.0,0.509895263688,1.0,0.00393929337973,False,1,no rank,root,N/A,True,False,no rank
179976,NODE_9056_length_2138_cov_8.16803_g6942_i0,2138,0.91992373469,1.0,0.0,0.0,0.0,0.0,0.866223102878,1.0,0.824002267046,1.0,0.0995432007724,0.0,0.892669699203,True,253244,no rank,unclassified Cryomorphaceae,Bacteria,True,False,no rank
100409,NODE_17931_length_2215_cov_27.213_g12475_i0,2215,0.866981359507,1.0,0.0,0.0,0.0,0.0,0.99994370346,1.0,0.0683629845988,0.0,0.0718474549652,0.0,0.93109212834,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
104661,NODE_12428_length_2407_cov_7.44643_g9199_i0,2407,0.807084835304,1.0,0.0,0.0,0.0,0.0,0.999984870247,1.0,0.0656390746636,0.0,0.0249888096662,0.0,0.898372208113,True,905079,no rank,Guillardia theta CCMP2712,Eukaryota,False,False,no rank
26732,NODE_4864_length_2487_cov_19.6003_g2874_i1,2487,4.99487775484e-05,0.0,0.0,0.0,0.0,0.0,0.284544834339,0.0,0.884158598363,1.0,0.000158864907444,0.0,0.00376996904934,False,118884,no rank,unclassified Gammaproteobacteria,Bacteria,True,False,no rank
108885,NODE_16947_length_2095_cov_17.3711_g12712_i0,2095,1.09184003763e-06,0.0,0.0,0.0,0.0,0.0,0.174443476115,0.0,0.0780944955237,0.0,0.000408973285539,0.0,0.000436422239953,False,118884,no rank,unclassified Gammaproteobacteria,Bacteria,True,False,no rank
54926,NODE_16563_length_2164_cov_12.4917_g12512_i0,2164,0.995775641461,1.0,0.0,0.0,0.0,0.0,0.000848294207517,0.0,0.999962198962,1.0,0.752097934226,1.0,0.0290639073188,False,1437183,no rank,Mesangiospermae,Eukaryota,False,False,no rank
115625,NODE_5189_length_3471_cov_38.1171_g2402_i1,3471,0.0986627638809,0.0,0.0,0.0,0.0,0.0,0.122620353058,0.0,0.05996531675,0.0,7.79137575783e-05,0.0,0.109991194833,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
159973,NODE_46_length_9518_cov_58.2612_g31_i0,9518,5.43129314957e-07,0.0,0.0,0.0,0.0,0.0,0.00515964789627,0.0,0.960912151322,1.0,0.00171962107295,0.0,5.29372839058e-05,False,131567,no rank,cellular organisms,N/A,True,False,no rank
167145,NODE_3309_length_2102_cov_11.8847_g2556_i0,2102,0.864506118251,1.0,0.0,0.0,0.0,0.0,0.998489895336,1.0,0.329374235788,0.0,0.0103350756983,0.0,0.929085907508,True,203473,no rank,unclassified Sphingobacteriales (miscellaneous),Bacteria,True,False,no rank
207555,NODE_52_length_4841_cov_792.994_g39_i0,4841,0.884410873623,1.0,0.0,0.0,0.0,0.0,0.966677920984,1.0,0.569397919549,1.0,0.0784115747812,0.0,0.924629906833,True,651140,no rank,environmental samples,Archaea,True,False,no rank
5498,NODE_155_length_3733_cov_216.874_g104_i0,3733,0.950418377162,1.0,0.0,0.0,0.0,0.0,0.994765831824,1.0,0.540243597449,1.0,0.0154316352367,0.0,0.972339306795,True,131567,no rank,cellular organisms,N/A,True,False,no rank
35515,NODE_6688_length_2200_cov_15.8988_g5147_i0,2200,0.00969133627529,0.0,0.0,0.0,0.0,0.0,0.887154389485,1.0,0.64614670212,1.0,0.00353957234336,0.0,0.0927238454584,False,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
40609,NODE_1539_length_2171_cov_124.85_g1054_i0,2171,5.51228846627e-05,0.0,0.0,0.0,0.0,0.0,0.633784050023,1.0,0.672045359121,1.0,0.411157575386,0.0,0.00591066875154,False,2830,no rank,Haptophyceae,Eukaryota,False,False,no rank
62481,NODE_5019_length_3753_cov_104.687_g1795_i2,3753,0.00182575819353,0.0,0.0,0.0,0.0,0.0,0.4817762952,0.0,0.972494227206,1.0,0.0609997534357,0.0,0.0296581695054,False,131567,no rank,cellular organisms,N/A,True,False,no rank
60430,NODE_2926_length_4698_cov_30.9552_g2133_i0,4698,0.725434360109,1.0,0.0,0.0,0.0,0.0,0.990479683981,1.0,0.337095973819,0.0,0.178461777295,0.0,0.847660306815,True,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
81824,NODE_21094_length_2048_cov_23.3718_g14715_i0,2048,0.0013386710239,0.0,0.0,0.0,0.0,0.0,0.0520385170911,0.0,0.117947803866,0.0,0.00527332869575,0.0,0.00834640371397,False,68336,no rank,Bacteroidetes/Chlorobi group,Bacteria,True,False,no rank
56032,NODE_17729_length_2091_cov_36.9592_g13130_i1,2091,0.00125640373553,0.0,0.0,0.0,0.0,0.0,0.553770241721,1.0,0.477027312465,0.0,0.000880025875123,0.0,0.0263772439865,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
29751,NODE_547_length_5103_cov_15.2429_g102_i1,5103,0.508197643577,1.0,0.0,0.0,0.0,0.0,0.88071673988,1.0,0.533627221543,1.0,0.0412671907968,0.0,0.669012833857,True,68359,no rank,environmental samples,Archaea,True,False,no rank
111641,NODE_1033_length_6308_cov_43.0213_g742_i0,6308,0.999939744792,1.0,0.0,0.0,0.0,0.0,0.186004344335,0.0,0.0247905781448,0.0,1.2470448296e-05,0.0,0.431269215925,False,131567,no rank,cellular organisms,N/A,True,False,no rank
1007,NODE_1008_length_5420_cov_146.316_g519_i4,5420,0.159009275959,0.0,0.0,0.0,0.0,0.0,0.792660325335,1.0,0.20167878937,0.0,0.000427035318571,0.0,0.355021611191,False,122706,no rank,unclassified Deltaproteobacteria (miscellaneous),Bacteria,True,False,no rank
22146,NODE_159_length_13354_cov_150.594_g102_i0,13354,0.000118263798013,0.0,0.0,0.0,0.0,0.0,0.998692628377,1.0,0.137922382344,0.0,0.0189716023234,0.0,0.010867804897,False,131567,no rank,cellular organisms,N/A,True,False,no rank
9956,NODE_275_length_5058_cov_10.635_g198_i0,5058,0.0182095890583,0.0,0.0,0.0,0.0,0.0,0.195280748461,0.0,0.807134102138,1.0,0.00290194278277,0.0,0.0596320566514,False,131567,no rank,cellular organisms,N/A,True,False,no rank
187646,NODE_4712_length_2916_cov_236.152_g3336_i0,2916,0.325309422683,0.0,0.0,0.0,0.0,0.0,0.00286382490953,0.0,0.0783250010698,0.0,3.12242421847e-05,0.0,0.0305226019203,False,131567,no rank,cellular organisms,N/A,True,False,no rank
59291,NODE_1773_length_5747_cov_45.9448_g1302_i0,5747,0.000320938716005,0.0,0.0,0.0,0.0,0.0,0.82156906049,1.0,0.89480102545,1.0,0.00463045505861,0.0,0.0162380207964,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
98475,NODE_15914_length_2349_cov_23.6983_g11046_i0,2349,0.998336939876,1.0,0.0,0.0,0.0,0.0,0.131040216281,0.0,0.998679663139,1.0,0.30410198762,0.0,0.361693639041,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
168607,NODE_975_length_3059_cov_18.492_g698_i0,3059,1.12772205252e-05,0.0,0.0,0.0,0.0,0.0,0.00830281535576,0.0,0.927522806371,1.0,0.0106823937857,0.0,0.000305994574702,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
77488,NODE_6599_length_2765_cov_14.9583_g5134_i0,2765,0.822896632714,1.0,0.0,0.0,0.0,0.0,0.999972615766,1.0,0.0562796590677,0.0,0.00864935729617,0.0,0.907124080994,True,423536,no rank,Perkinsus marinus ATCC 50983,Eukaryota,False,False,no rank
170620,NODE_2997_length_2141_cov_9.61409_g2169_i0,2141,0.00128598563597,0.0,0.0,0.0,0.0,0.0,0.626619021481,1.0,0.0193405077369,0.0,0.00140685456578,0.0,0.0283870227542,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
34072,NODE_5135_length_2415_cov_11.9538_g3956_i0,2415,0.999995269042,1.0,0.0,0.0,0.0,0.0,0.325999176794,0.0,0.0703328600491,0.0,6.58987237432e-05,0.0,0.57096202545,True,32523,no rank,Tetrapoda,Eukaryota,False,False,no rank
177931,NODE_6899_length_2386_cov_74.9421_g5264_i0,2386,0.0021387486995,0.0,0.0,0.0,0.0,0.0,0.987920441941,1.0,0.383058843049,0.0,0.0153491283499,0.0,0.0459664395011,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
187882,NODE_4955_length_2862_cov_19.8735_g3511_i0,2862,0.000466871434769,0.0,0.0,0.0,0.0,0.0,0.997974749642,1.0,0.0558327978847,0.0,0.00098003602528,0.0,0.0215853168434,False,1125411,no rank,Candidatus Thioglobus singularis PS1,Bacteria,True,False,no rank
198126,NODE_1938_length_3850_cov_107.743_g1443_i0,3850,0.000824851576367,0.0,0.0,0.0,0.0,0.0,0.826996549947,1.0,0.00592213776962,0.0,0.00012022755146,0.0,0.0261179901193,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
187264,NODE_4329_length_3010_cov_25.1753_g3042_i1,3010,0.399649435378,0.0,0.0,0.0,0.0,0.0,0.724888333244,1.0,0.00166850428213,0.0,2.56764145694e-05,0.0,0.538238992542,True,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
64604,NODE_7207_length_3209_cov_29.1737_g5288_i0,3209,0.0515886015601,0.0,0.0,0.0,0.0,0.0,0.0478074438568,0.0,0.782626276629,1.0,0.0767818896653,0.0,0.0496620496228,False,1,no rank,root,N/A,True,False,no rank
145591,NODE_4729_length_3249_cov_22.841_g3449_i0,3249,0.731498412743,1.0,0.0,0.0,0.0,0.0,0.999295736687,1.0,0.0852238815829,0.0,0.0118776307372,0.0,0.854975581667,True,189774,no rank,unclassified Chloroflexi (miscellaneous),Bacteria,True,False,no rank
119847,NODE_9645_length_2682_cov_9.62847_g7103_i0,2682,0.867199426523,1.0,0.0,0.0,0.0,0.0,0.999959521022,1.0,0.476155322592,0.0,0.395912832796,0.0,0.931216582314,True,1,no rank,root,N/A,True,False,no rank
137309,NODE_9003_length_2121_cov_55.4322_g6211_i0,2121,8.02558055355e-06,0.0,0.0,0.0,0.0,0.0,0.600509237148,1.0,0.0245129991347,0.0,0.000202806706468,0.0,0.00219532121929,False,33867,no rank,unclassified Euryarchaeota,Archaea,True,False,no rank
76852,NODE_5945_length_2882_cov_9.82278_g4612_i0,2882,0.000649116780684,0.0,0.0,0.0,0.0,0.0,0.01517044914,0.0,0.986937358686,1.0,0.0175127860296,0.0,0.00313805562527,False,745002,no rank,OM182 clade,Bacteria,True,False,no rank
168554,NODE_921_length_3100_cov_13.2667_g657_i0,3100,0.809771564284,1.0,0.0,0.0,0.0,0.0,0.999756874466,1.0,0.0408371302037,0.0,0.00415156502011,0.0,0.899763684608,True,436017,no rank,Ostreococcus lucimarinus CCE9901,Eukaryota,False,False,no rank
50689,NODE_12085_length_2528_cov_9.43712_g9003_i0,2528,4.54237979018e-05,0.0,0.0,0.0,0.0,0.0,0.012730194662,0.0,0.424550697243,0.0,0.000786979099338,0.0,0.000760430003075,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
105848,NODE_13687_length_2301_cov_38.5641_g10167_i0,2301,0.561956735228,1.0,0.0,0.0,0.0,0.0,4.28247480825e-05,0.0,0.184694665439,0.0,1.4623714437e-08,0.0,0.00490567585756,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
89461,NODE_6725_length_3426_cov_253.897_g4630_i0,3426,0.969921406873,1.0,0.0,0.0,0.0,0.0,0.0498242019161,0.0,0.676051403397,1.0,0.000345190273864,0.0,0.219830753123,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
86174,NODE_3377_length_4507_cov_29.9142_g1971_i1,4507,0.00291947387741,0.0,0.0,0.0,0.0,0.0,0.0067474124272,0.0,0.939676873819,1.0,0.00577766217665,0.0,0.00443834364615,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
38322,NODE_945_length_2292_cov_330.706_g651_i3,2292,0.734457897505,1.0,0.0,0.0,0.0,0.0,0.999618797728,1.0,0.168966989067,0.0,0.103353210399,0.0,0.856841829328,True,33213,no rank,Bilateria,Eukaryota,False,False,no rank
167486,NODE_3668_length_2030_cov_8.97823_g2827_i0,2030,0.647410587125,1.0,0.0,0.0,0.0,0.0,0.94608630051,1.0,0.3881329813,0.0,0.0134339980986,0.0,0.782627808913,True,423536,no rank,Perkinsus marinus ATCC 50983,Eukaryota,False,False,no rank
111671,NODE_1063_length_6233_cov_19.573_g764_i0,6233,1.12457761202e-05,0.0,0.0,0.0,0.0,0.0,0.181532639407,0.0,0.990135922336,1.0,0.183788809345,0.0,0.00142880209311,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
186201,NODE_3270_length_3362_cov_15.0644_g398_i1,3362,0.188266602536,0.0,0.0,0.0,0.0,0.0,0.903178042899,1.0,0.615756070415,1.0,0.0407159404409,0.0,0.412356958983,False,253244,no rank,unclassified Cryomorphaceae,Bacteria,True,False,no rank
100225,NODE_17742_length_2226_cov_21.8835_g12349_i0,2226,0.809517132462,1.0,0.0,0.0,0.0,0.0,0.446585954151,0.0,0.68222792285,1.0,0.044597469041,0.0,0.601264485066,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
70810,NODE_13639_length_2013_cov_10.9688_g10769_i0,2013,0.877342217355,1.0,0.0,0.0,0.0,0.0,0.998728927445,1.0,0.540033459898,1.0,0.184898721274,0.0,0.936070003654,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
72877,NODE_1891_length_4459_cov_19.3969_g1447_i0,4459,0.00141470996312,0.0,0.0,0.0,0.0,0.0,0.99071496926,1.0,0.0790400919611,0.0,0.00424568005967,0.0,0.0374376059281,False,131567,no rank,cellular organisms,N/A,True,False,no rank
116235,NODE_5822_length_3322_cov_17.0343_g4222_i0,3322,0.996735177334,1.0,0.0,0.0,0.0,0.0,0.00160187181207,0.0,0.999954867564,1.0,0.915508952662,1.0,0.0399580027613,False,3193,no rank,Embryophyta,Eukaryota,False,False,no rank
56139,NODE_17846_length_2084_cov_15.2859_g9085_i2,2084,0.138549528252,0.0,0.0,0.0,0.0,0.0,0.00119932439814,0.0,0.107139601933,0.0,7.45137966044e-06,0.0,0.0128905325562,False,666509,no rank,Planktomarina temperata RCA23,Bacteria,True,False,no rank
195122,NODE_2330_length_2284_cov_93.6012_g1725_i0,2284,0.00889156219578,0.0,0.0,0.0,0.0,0.0,0.989024661924,1.0,0.0104948427258,0.0,0.000500865208492,0.0,0.0937761925792,False,131567,no rank,cellular organisms,N/A,True,False,no rank
6575,NODE_191_length_2400_cov_100.873_g135_i1,2400,6.11307658263e-08,0.0,0.0,0.0,0.0,0.0,1.90398407407e-05,0.0,0.823112891106,1.0,1.22977231061e-06,0.0,1.07885126208e-06,False,62654,no rank,SAR116 cluster,Bacteria,True,False,no rank
42388,NODE_5_length_25375_cov_454.957_g2_i1,25375,9.80289430317e-07,0.0,0.0,0.0,0.0,0.0,0.141379062784,0.0,0.819098970169,1.0,0.00773286168427,0.0,0.000372280003378,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
65888,NODE_8526_length_2969_cov_13.197_g6299_i0,2969,0.74472539432,1.0,0.0,0.0,0.0,0.0,0.974849323634,1.0,0.378876628564,0.0,0.0528740451033,0.0,0.852053429631,True,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
71285,NODE_289_length_8348_cov_73.6973_g217_i0,8348,0.000332503538958,0.0,0.0,0.0,0.0,0.0,0.0101461350283,0.0,0.352303605565,0.0,5.98549233266e-05,0.0,0.00183674326014,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
100813,NODE_18347_length_2190_cov_71.0412_g6562_i1,2190,0.0355264326026,0.0,0.0,0.0,0.0,0.0,0.143176544583,0.0,0.674867222449,1.0,0.0158565914227,0.0,0.0713200663306,False,131567,no rank,cellular organisms,N/A,True,False,no rank
163906,NODE_1027_length_2141_cov_258.402_g778_i2,2141,0.896371853214,1.0,0.0,0.0,0.0,0.0,0.151668522731,0.0,0.84309119693,1.0,0.0713472585032,0.0,0.368715872719,False,1245745,no rank,Beauveria bassiana D1-5,Eukaryota,False,False,no rank
70246,NODE_13054_length_2053_cov_16.5005_g10298_i0,2053,0.94111753736,1.0,0.0,0.0,0.0,0.0,0.999975406257,1.0,0.402240476549,0.0,0.136116310902,0.0,0.970100196762,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
66799,NODE_9455_length_2832_cov_12.9489_g7012_i0,2832,0.000469694690943,0.0,0.0,0.0,0.0,0.0,0.952714320537,1.0,0.996592975939,1.0,0.157220111836,0.0,0.0211538379105,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
181016,NODE_10165_length_2032_cov_27.4775_g7825_i0,2032,4.13252827825e-05,0.0,0.0,0.0,0.0,0.0,0.0502363640127,0.0,0.699321592837,1.0,0.00367562148943,0.0,0.00144084417922,False,131567,no rank,cellular organisms,N/A,True,False,no rank
103518,NODE_11203_length_2514_cov_11.1578_g8278_i0,2514,0.998166275662,1.0,0.0,0.0,0.0,0.0,6.22455676539e-05,0.0,0.0859792600155,0.0,2.53084464748e-05,0.0,0.00788234904337,False,33630,no rank,Alveolata,Eukaryota,False,False,no rank
63145,NODE_5696_length_3557_cov_162.555_g4169_i0,3557,0.589342750927,1.0,0.0,0.0,0.0,0.0,0.98193372488,1.0,0.447377358377,0.0,0.00385978569573,0.0,0.760720397156,True,33811,no rank,unclassified Gammaproteobacteria (miscellaneous),Bacteria,True,False,no rank
200201,NODE_4053_length_2962_cov_20.9749_g3036_i0,2962,0.00087161399226,0.0,0.0,0.0,0.0,0.0,0.00449212555338,0.0,0.0400433358101,0.0,0.000122305943553,0.0,0.00197873684135,False,131567,no rank,cellular organisms,N/A,True,False,no rank
78414,NODE_7553_length_2623_cov_11.6994_g5874_i0,2623,0.546556617583,1.0,0.0,0.0,0.0,0.0,0.0030545854669,0.0,0.919632485657,1.0,0.00361350637711,0.0,0.0408595631512,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
7444,NODE_664_length_3232_cov_144.474_g503_i0,3232,2.26216984741e-14,0.0,0.0,0.0,0.0,0.0,0.187259738503,0.0,0.477473587628,0.0,0.172886594695,0.0,6.50855847385e-08,False,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
159869,NODE_6312_length_2005_cov_16.9892_g3452_i1,2005,0.57574350317,1.0,0.0,0.0,0.0,0.0,0.999985177346,1.0,0.0215675558479,0.0,0.00838098984738,0.0,0.75877201393,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
164104,NODE_32_length_8427_cov_26.7979_g25_i0,8427,0.000462830926332,0.0,0.0,0.0,0.0,0.0,0.952788100053,1.0,0.00452905290981,0.0,5.69578073143e-05,0.0,0.020999519017,False,131567,no rank,cellular organisms,N/A,True,False,no rank
71202,NODE_205_length_9232_cov_169.775_g69_i1,9232,5.34684540777e-08,0.0,0.0,0.0,0.0,0.0,0.997703960194,1.0,0.313917488689,0.0,0.0435590470185,0.0,0.000230966855585,False,131567,no rank,cellular organisms,N/A,True,False,no rank
36748,NODE_7997_length_2065_cov_58.505_g6165_i0,2065,0.265638339644,0.0,0.0,0.0,0.0,0.0,0.901831972957,1.0,0.343280015469,0.0,0.000821702986092,0.0,0.489449842103,False,133814,no rank,Marine Group II,Archaea,True,False,no rank
21381,NODE_4425_length_2104_cov_450.345_g3337_i1,2104,6.20220476236e-07,0.0,0.0,0.0,0.0,0.0,0.942918318828,1.0,0.595023375257,1.0,0.0867816689467,0.0,0.000764733449481,False,1437201,no rank,Pentapetalae,Eukaryota,False,False,no rank
77290,NODE_6396_length_2802_cov_13.3473_g4966_i0,2802,0.0206230854041,0.0,0.0,0.0,0.0,0.0,0.00917758423147,0.0,0.997763590094,1.0,0.0685348072216,0.0,0.0137575471436,False,118884,no rank,unclassified Gammaproteobacteria,Bacteria,True,False,no rank
76094,NODE_5167_length_3057_cov_28.3221_g4007_i0,3057,0.412461147461,0.0,0.0,0.0,0.0,0.0,0.597540061161,1.0,0.383646283825,0.0,0.0376086088396,0.0,0.496449452896,False,131567,no rank,cellular organisms,N/A,True,False,no rank
139849,NODE_1525_length_2012_cov_183.125_g542_i1,2012,0.661509875019,1.0,0.0,0.0,0.0,0.0,0.998654031119,1.0,0.0790787838062,0.0,0.0273563672908,0.0,0.812785028967,True,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
205022,NODE_8972_length_2181_cov_11.206_g6836_i0,2181,0.0484936174771,0.0,0.0,0.0,0.0,0.0,8.0161071971e-06,0.0,0.0600654831814,0.0,1.05403719496e-07,0.0,0.000623482185849,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
192321,NODE_9435_length_2186_cov_12.5537_g3159_i2,2186,5.11865017337e-09,0.0,0.0,0.0,0.0,0.0,0.544735505177,1.0,0.0913789185441,0.0,0.010610575086,0.0,5.2804455191e-05,False,383630,no rank,unclassified Methylophilales,Bacteria,True,False,no rank
14592,NODE_5010_length_2058_cov_19.1493_g3764_i0,2058,0.00393311320807,0.0,0.0,0.0,0.0,0.0,0.978993533038,1.0,0.02158473702,0.0,8.08350687773e-05,0.0,0.0620523359384,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
53197,NODE_14728_length_2295_cov_23.85_g11047_i0,2295,5.7437749515e-05,0.0,0.0,0.0,0.0,0.0,0.0288147097777,0.0,0.773900369934,1.0,0.00111012950415,0.0,0.00128648827533,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
173061,NODE_1782_length_3935_cov_9.48789_g1325_i0,3935,0.75214719491,1.0,0.0,0.0,0.0,0.0,0.999064464196,1.0,0.512436764393,1.0,0.0427331664691,0.0,0.866858428049,True,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
34953,NODE_6099_length_2273_cov_10.5289_g4680_i0,2273,2.54874175746e-06,0.0,0.0,0.0,0.0,0.0,0.995687592624,1.0,0.0707888099615,0.0,0.00154427123524,0.0,0.00159303187184,False,383630,no rank,unclassified Methylophilales,Bacteria,True,False,no rank
139268,NODE_951_length_2319_cov_44.364_g608_i0,2319,0.756804053478,1.0,0.0,0.0,0.0,0.0,0.974241136403,1.0,0.769672240632,1.0,0.0491837552936,0.0,0.858667363474,True,68359,no rank,environmental samples,Archaea,True,False,no rank
137874,NODE_9575_length_2052_cov_570.829_g6630_i0,2052,0.998866774763,1.0,0.0,0.0,0.0,0.0,0.000232428016358,0.0,0.0240497278181,0.0,0.000108884083322,0.0,0.0152369492702,False,33807,no rank,unclassified Alphaproteobacteria (miscellaneous),Bacteria,True,False,no rank
44476,NODE_2081_length_3448_cov_197.574_g1217_i0,3448,0.999994427121,1.0,0.0,0.0,0.0,0.0,0.997106539437,1.0,0.00155082377904,0.0,7.27912543732e-05,0.0,0.998549439278,True,1,no rank,root,N/A,True,False,no rank
